Num_Enclaves,Round-Robin,Least-Queue,Spider++ (Ours)
2,42369.81883234236,41730.78288531552,40694.46134833449
4,11693.317536659568,11293.043290415364,11051.81921750634
8,1927.4454418635164,1794.8227361112772,1814.6949113557407
16,85.80976466842614,55.24048351316018,57.70753542784399
24,71.92035899745801,52.3150763928974,52.67731098650082
32,69.38280276169507,50.97764143350904,50.51943126934266
