Num_Enclaves,Round-Robin,Least-Queue,Spider (Ours)
2,43253.99532829074,42507.213348588666,41466.587897477184
4,11866.502392999007,11436.998301089998,11211.979195835276
8,1688.2606060988023,1435.8343966419204,1482.8552509112512
16,92.03994751098443,68.47907837498799,68.48970780455605
24,90.65116220280967,65.34774519132725,65.11809267051072
32,87.43177180125879,63.822010165457826,63.584777557890526
