Num_Enclaves,Round-Robin,Least-Queue,Spider++ (Ours)
2,40120.51634988859,39328.78499881042,38463.16435332591
4,10151.521334391455,9676.368081133005,9542.85038544607
8,868.6892890797126,264.89726180764757,408.9134802037361
16,68.91449977587828,51.95750297416248,51.79529724420669
24,71.84900710133897,50.39161649823327,50.26069632261324
32,69.34705029780426,49.89358411157757,49.70910135248115
