Offered Load,Spider-FogOnly,Spider-Heuristic,Spider-EnclaveAware
0.3,434.59492577384015,238.92312204891954,188.0902731223349
0.5,736.2238968413083,326.4481274903329,208.80321409488803
0.7,800.3349694743264,356.17586066966265,209.58938007065657
0.85,997.4438046473176,309.8070008207979,198.82284263391134
1.0,1767.021711585735,645.2072121005717,323.7529976220657
1.2,3881.5883067390687,1520.24235537669,696.0018076957604
